iter	RMSE
592	5.501381489
593	5.500237655
594	5.498299484
595	5.497354139
596	5.497012936
597	5.496081938
598	5.493641528
599	5.493248413
600	5.490854972
601	5.489756328
602	5.487846686
603	5.486767094
604	5.485867875
605	5.48548017
606	5.48360015
607	5.482712963
608	5.480365176
609	5.479327032
610	5.477476926
611	5.47661057
612	5.476281115
613	5.475427991
614	5.473122808
615	5.470861566
616	5.469864587
617	5.468041992
618	5.46706217
619	5.466237753
620	5.46585997
621	5.465543834
622	5.463326357
623	5.462513405
624	5.460336616
625	5.45854053
626	5.4575991
627	5.456805153
628	5.456485345
629	5.45548892
630	5.453728873
631	5.452944323
632	5.450806991
633	5.449901233
634	5.448168917
635	5.447402721
636	5.44652258
637	5.445656138
638	5.444900587
639	5.442801734
640	5.440742619
641	5.43987169
642	5.4381792
643	5.43732314
644	5.436475241
645	5.435744512
646	5.434909205
647	5.433256657
648	5.432535
649	5.431718711
650	5.429697221
651	5.428872847
652	5.427252614
653	5.426454738
654	5.42574897
655	5.424962863
656	5.424267586
657	5.422282216
658	5.420854506
659	5.420062044
660	5.418477986
661	5.41770879
662	5.417028357
663	5.416270485
664	5.414868128
665	5.414097453
666	5.412550006
667	5.411885352
668	5.411143878
669	5.410413782
670	5.409758608
671	5.408380138
672	5.406867345
673	5.406125122
674	5.405410748
675	5.404770785
676	5.403416929
677	5.402712801
678	5.401234477
679	5.400512681
680	5.399824325
681	5.398285276
682	5.396954178
683	5.396334951
684	5.394501182
685	5.393489042
686	5.392809236
687	5.391361574
688	5.389858702
689	5.388437989
690	5.387041348
691	5.385668319
692	5.384705574
693	5.383367046
694	5.382051063
695	5.380757196
696	5.379840991
697	5.378579486
698	5.377339109
699	5.376456606
700	5.375247153
701	5.374057888
702	5.372888434
703	5.372047966
704	5.370907558
705	5.369786088
706	5.368976148
707	5.367882457
708	5.366806875
709	5.366026219
710	5.364977214
711	5.363945528
712	5.363192976
713	5.362925278
714	5.361918923
715	5.360929139
716	5.359955624
717	5.35969128
718	5.358733624
719	5.35779165
720	5.356865074
721	5.356604035
722	5.355692461
723	5.354795734
724	5.353913585
725	5.353655809
726	5.352787858
727	5.35193397
728	5.351283405
729	5.351030455
730	5.350197389
731	5.348784246
732	5.347964215
733	5.347157428
734	5.346537853
735	5.345750836
736	5.345503864
737	5.344729417
738	5.343967429
739	5.343723669
740	5.342973807
741	5.34223597
742	5.341995386
743	5.34126925
744	5.340668494
745	5.340106508
746	5.339861095
747	5.339275446
748	5.338698503
749	5.33815726
750	5.337594671
751	5.337066662
752	5.336518062
753	5.336002958
754	5.335467991
755	5.334965472
756	5.334443791
757	5.334207193
758	5.33369339
759	5.333187188
760	5.332954307
761	5.33245572
762	5.332226354
763	5.331735253
764	5.331509343
765	5.331025603
766	5.330803092
767	5.330326589
768	5.329857081
769	5.329638034
770	5.329175525
771	5.328959765
772	5.328504139
773	5.328065638
774	5.327620519
775	5.327409903
776	5.326970434
777	5.326762973
778	5.326330043
779	5.324903145
780	5.324700111
781	5.324273658
782	5.322848987
783	5.321467335
784	5.321276482
785	5.319892534
786	5.318532432
787	5.317210463
788	5.315889097
789	5.315484145
790	5.314185023
791	5.312917685
792	5.312311615
793	5.311911557
794	5.310647447
795	5.310049574
796	5.309654801
797	5.309265373
798	5.307690121
799	5.306456222
800	5.305224417
801	5.304639948
802	5.303092746
803	5.302565708
804	5.301045428
805	5.300529098
806	5.299035119
807	5.298529158
808	5.297060883
809	5.295615966
810	5.295224418
811	5.293802363
812	5.293416481
813	5.292016858
814	5.291636531
815	5.290258923
816	5.289883149
817	5.289512222
818	5.289215017
819	5.288856351
820	5.287499762
821	5.286164558
822	5.285801788
823	5.285444212
824	5.284129566
825	5.283775604
826	5.283432775
827	5.28308758
828	5.281793039
829	5.281197938
830	5.28091476
831	5.279690856
832	5.278488191
833	5.277299918
834	5.27613099
835	5.275789132
836	5.275513752
837	5.274362369
838	5.274025288
839	5.27284122
840	5.271706544
841	5.271374105
842	5.270257221
843	5.269929045
844	5.269604355
845	5.269335728
846	5.268235576
847	5.267915328
848	5.267599458
849	5.267337068
850	5.266172251
851	5.265087226
852	5.264019805
853	5.263706939
854	5.263398706
855	5.262347268
856	5.262040514
857	5.26173832
858	5.261440606
859	5.261147299
860	5.260858322
861	5.260573603
862	5.26029307
863	5.260016654
864	5.259744285
865	5.259475897
866	5.259211424
867	5.258062467
868	5.256938006
869	5.255822233
870	5.254786101
871	5.254515822
872	5.25349577
873	5.253228241
874	5.252964029
875	5.252703167
876	5.252445538
877	5.251440582
878	5.251194014
879	5.250951039
880	5.250711599
881	5.250475635
882	5.250243091
883	5.250013911
884	5.24978804
885	5.248697196
886	5.247609823
887	5.246619608
888	5.246382888
889	5.245407967
890	5.245187906
891	5.244971008
892	5.244757223
893	5.244546501
894	5.244321921
895	5.244099635
896	5.243140019
897	5.242936869
898	5.242736621
899	5.242539231
900	5.241480104
901	5.240420525
902	5.239474268
903	5.239261158
904	5.238329443
905	5.238137071
906	5.237947433
907	5.237760486
908	5.237576188
909	5.237394498
910	5.236366272
911	5.235334944
912	5.234416237
913	5.234215831
914	5.233311218
915	5.233134112
916	5.232959502
917	5.232765421
918	5.23187473
919	5.231704488
920	5.231536639
921	5.230537531
922	5.229532974
923	5.228654455
924	5.228466203
925	5.227601662
926	5.227438018
927	5.227276666
928	5.227093232
929	5.226241892
930	5.226084547
931	5.225929402
932	5.225776423
933	5.225625577
934	5.225451191
935	5.224612775
936	5.224465655
937	5.223494728
938	5.222515141
939	5.221628748
940	5.220758345
941	5.219903599
942	5.219064187
943	5.218918812
944	5.217951836
945	5.217126272
946	5.216191199
947	5.215379356
948	5.214582015
949	5.213849549
950	5.213641557
951	5.213436975
952	5.212715014
953	5.212513616
954	5.212315513
955	5.211603897
956	5.211408868
957	5.210493465
958	5.210332174
959	5.209629664
960	5.209470509
961	5.208777863
962	5.207879223
963	5.207722421
964	5.20679846
965	5.206113908
966	5.205959577
967	5.205284675
968	5.205154841
969	5.205026829
970	5.204361916
971	5.204180136
972	5.203308792
973	5.202925499
974	5.202777217
975	5.202120489
976	5.201974159
977	5.201077577
978	5.200429196
979	5.199790467
980	5.199668406
981	5.199495097
982	5.198656873
983	5.198515184
984	5.197884613
985	5.197744786
986	5.197123112
987	5.196955868
988	5.196589163
989	5.1959168
990	5.195555248
991	5.194950336
992	5.194787348
993	5.193977441
994	5.193855327
995	5.193258518
996	5.192909028
997	5.192788452
998	5.191931169
999	5.191341995
